date,new_cases,total_cases,new_vaccinations,total_vaccinations,new_deaths,total_deaths
2022-06-13,151751.0,85785124.0,269541.0,594639553.0,291.0,1011993.0
2022-06-14,90190.0,85875314.0,278570.0,594918123.0,364.0,1012357.0
2022-06-15,185162.0,86060476.0,283262.0,595201385.0,708.0,1013065.0
2022-06-16,129738.0,86190214.0,281068.0,595482453.0,443.0,1013508.0
2022-06-17,138843.0,86329057.0,298713.0,595781166.0,319.0,1013827.0
2022-06-18,17688.0,86346745.0,131501.0,595912667.0,41.0,1013868.0
2022-06-19,18063.0,86364808.0,62488.0,595975155.0,54.0,1013922.0
2022-06-20,96012.0,86460820.0,235124.0,596210279.0,95.0,1014017.0
2022-06-21,111376.0,86572196.0,269274.0,596479553.0,456.0,1014473.0
2022-06-22,185664.0,86757860.0,284894.0,596764447.0,855.0,1015328.0
2022-06-23,138396.0,86896256.0,285474.0,597049921.0,381.0,1015709.0
2022-06-24,117165.0,87013421.0,308643.0,597358564.0,446.0,1016155.0
2022-06-25,40907.0,87054328.0,162769.0,597521333.0,149.0,1016304.0
2022-06-26,22280.0,87076608.0,78950.0,597600283.0,21.0,1016325.0
2022-06-27,160239.0,87236847.0,252702.0,597852985.0,299.0,1016624.0
2022-06-28,97893.0,87334740.0,265927.0,598118912.0,576.0,1017200.0
2022-06-29,190271.0,87525011.0,271852.0,598390764.0,727.0,1017927.0
2022-06-30,167429.0,87692440.0,279928.0,598670692.0,,1017651.0
2022-07-01,156839.0,87849279.0,277731.0,598948423.0,502.0,1018153.0
2022-07-02,20340.0,87869619.0,114249.0,599062672.0,45.0,1018198.0
2022-07-03,8444.0,87878063.0,58853.0,599121525.0,7.0,1018205.0
2022-07-04,76282.0,87954345.0,13023.0,599134548.0,79.0,1018284.0
2022-07-05,141901.0,88096246.0,251497.0,599386045.0,462.0,1018746.0
2022-07-06,200734.0,88296980.0,265415.0,599651460.0,768.0,1019514.0
2022-07-07,138835.0,88435815.0,272172.0,599923632.0,1073.0,1020587.0
2022-07-08,137725.0,88573540.0,306447.0,600230079.0,531.0,1021118.0
2022-07-09,28983.0,88602523.0,147060.0,600377139.0,49.0,1021167.0
2022-07-10,24526.0,88627049.0,78211.0,600455350.0,31.0,1021198.0
2022-07-11,201283.0,88828332.0,268928.0,600724278.0,470.0,1021668.0
2022-07-12,148233.0,88976565.0,299899.0,601024177.0,565.0,1022233.0
2022-07-13,204669.0,89181234.0,344869.0,601369046.0,976.0,1023209.0
2022-07-14,175157.0,89356391.0,365555.0,601734601.0,374.0,1023583.0
2022-07-15,153177.0,89509568.0,413699.0,602148300.0,510.0,1024093.0
2022-07-16,39189.0,89548757.0,212847.0,602361147.0,53.0,1024146.0
2022-07-17,29597.0,89578354.0,115647.0,602476794.0,54.0,1024200.0
2022-07-18,165266.0,89743620.0,358910.0,602835704.0,441.0,1024641.0
2022-07-19,117279.0,89860899.0,358754.0,603194458.0,632.0,1025273.0
2022-07-20,216743.0,90077642.0,343330.0,603537788.0,902.0,1026175.0
2022-07-21,175440.0,90253082.0,362184.0,603899972.0,497.0,1026672.0
2022-07-22,131387.0,90384469.0,411395.0,604311367.0,581.0,1027253.0
2022-07-23,26328.0,90410797.0,200938.0,604512305.0,71.0,1027324.0
2022-07-24,23247.0,90434044.0,99033.0,604611338.0,31.0,1027355.0
2022-07-25,189954.0,90623998.0,308565.0,604919903.0,426.0,1027781.0
2022-07-26,132211.0,90756209.0,318622.0,605238525.0,550.0,1028331.0
2022-07-27,240124.0,90996333.0,306392.0,605544917.0,955.0,1029286.0
2022-07-28,177045.0,91173378.0,304301.0,605849218.0,402.0,1029688.0
2022-07-29,159237.0,91332615.0,320331.0,606169549.0,625.0,1030313.0
2022-07-30,16015.0,91348630.0,139023.0,606308572.0,31.0,1030344.0
2022-07-31,12997.0,91361627.0,68453.0,606377025.0,13.0,1030357.0
2022-08-01,170166.0,91531793.0,239562.0,606616587.0,574.0,1030931.0
2022-08-02,90973.0,91622766.0,255650.0,606872237.0,510.0,1031441.0
2022-08-03,200706.0,91823472.0,250590.0,607122827.0,1096.0,1032537.0
2022-08-04,187118.0,92010590.0,246071.0,607368898.0,621.0,1033158.0
2022-08-05,106026.0,92116616.0,264048.0,607632946.0,717.0,1033875.0
2022-08-06,14980.0,92131596.0,123036.0,607755982.0,41.0,1033916.0
2022-08-07,12601.0,92144197.0,63242.0,607819224.0,31.0,1033947.0
2022-08-08,155667.0,92299864.0,217932.0,608037156.0,501.0,1034448.0
2022-08-09,99808.0,92399672.0,225167.0,608262323.0,645.0,1035093.0
2022-08-10,196519.0,92596191.0,211709.0,608474032.0,946.0,1036039.0
2022-08-11,162711.0,92758902.0,214866.0,608688898.0,556.0,1036595.0
2022-08-12,96732.0,92855634.0,236843.0,608925741.0,657.0,1037252.0
2022-08-13,83669.0,92939303.0,106054.0,609031795.0,46.0,1037298.0
2022-08-14,9742.0,92949045.0,52400.0,609084195.0,16.0,1037314.0
2022-08-15,123143.0,93072188.0,194787.0,609278982.0,470.0,1037784.0
2022-08-16,91878.0,93164066.0,201680.0,609480662.0,511.0,1038295.0
2022-08-17,137020.0,93301086.0,199007.0,609679669.0,1109.0,1039404.0
2022-08-18,149002.0,93450088.0,191617.0,609871286.0,608.0,1040012.0
2022-08-19,77636.0,93527724.0,210158.0,610081444.0,590.0,1040602.0
2022-08-20,11054.0,93538778.0,86052.0,610167496.0,44.0,1040646.0
2022-08-21,9786.0,93548564.0,42849.0,610210345.0,788.0,1041434.0
2022-08-22,129194.0,93677758.0,163417.0,610373762.0,,1041182.0
2022-08-23,99340.0,93777098.0,173256.0,610547018.0,617.0,1041799.0
2022-08-24,151870.0,93928968.0,171927.0,610718945.0,965.0,1042764.0
2022-08-25,139527.0,94068495.0,167654.0,610886599.0,615.0,1043379.0
2022-08-26,120680.0,94189175.0,176903.0,611063502.0,704.0,1044083.0
2022-08-27,11758.0,94200933.0,76842.0,611140344.0,38.0,1044121.0
2022-08-28,8430.0,94209363.0,37733.0,611178077.0,18.0,1044139.0
2022-08-29,106215.0,94315578.0,138769.0,611316846.0,482.0,1044621.0
2022-08-30,75768.0,94391346.0,145307.0,611462153.0,404.0,1045025.0
2022-08-31,154514.0,94545860.0,131472.0,611593625.0,1525.0,1046550.0
2022-09-01,130617.0,94676477.0,89871.0,611683496.0,681.0,1047231.0
2022-09-02,64681.0,94741158.0,86976.0,611770472.0,480.0,1047711.0
2022-09-03,11387.0,94752545.0,54744.0,611825216.0,36.0,1047747.0
2022-09-04,7420.0,94759965.0,41452.0,611866668.0,14.0,1047761.0
2022-09-05,33596.0,94793561.0,11634.0,611878302.0,89.0,1047850.0
2022-09-06,112692.0,94906253.0,170890.0,612049192.0,606.0,1048456.0
2022-09-07,124040.0,95030293.0,383884.0,612433076.0,803.0,1049259.0
2022-09-08,107121.0,95137414.0,408172.0,612841248.0,688.0,1049947.0
2022-09-09,100812.0,95238226.0,526493.0,613367741.0,547.0,1050494.0
2022-09-10,10117.0,95248343.0,301051.0,613668792.0,38.0,1050532.0
2022-09-11,8985.0,95257328.0,191227.0,613860019.0,20.0,1050552.0
2022-09-12,69523.0,95326851.0,525350.0,614385369.0,461.0,1051013.0
2022-09-13,79725.0,95406576.0,507300.0,614892669.0,519.0,1051532.0
2022-09-14,103659.0,95510235.0,545647.0,615438316.0,971.0,1052503.0
2022-09-15,83363.0,95593598.0,550642.0,615988958.0,671.0,1053174.0
2022-09-16,56241.0,95649839.0,664416.0,616653374.0,431.0,1053605.0
2022-09-17,8534.0,95658373.0,318941.0,616972315.0,34.0,1053639.0
2022-09-18,5459.0,95663832.0,183158.0,617155473.0,21.0,1053660.0
2022-09-19,55797.0,95719629.0,583313.0,617738786.0,397.0,1054057.0
2022-09-20,69291.0,95788920.0,595712.0,618334498.0,439.0,1054496.0
2022-09-21,98437.0,95887357.0,653421.0,618987919.0,992.0,1055488.0
2022-09-22,80990.0,95968347.0,645428.0,619633347.0,662.0,1056150.0
2022-09-23,83297.0,96051644.0,768000.0,620401347.0,425.0,1056575.0
2022-09-24,9723.0,96061367.0,358982.0,620760329.0,52.0,1056627.0
2022-09-25,6708.0,96068075.0,204127.0,620964456.0,18.0,1056645.0
2022-09-26,45594.0,96113669.0,680648.0,621645104.0,369.0,1057014.0
2022-09-27,61012.0,96174681.0,671230.0,622316334.0,448.0,1057462.0
2022-09-28,86837.0,96261518.0,694250.0,623010584.0,1301.0,1058763.0
2022-09-29,84368.0,96345886.0,677438.0,623688022.0,693.0,1059456.0
2022-09-30,33399.0,96379285.0,771507.0,624459529.0,316.0,1059772.0
2022-10-01,7894.0,96387179.0,342938.0,624802467.0,35.0,1059807.0
2022-10-02,5755.0,96392934.0,192866.0,624995333.0,14.0,1059821.0
2022-10-03,41284.0,96434218.0,669080.0,625664413.0,291.0,1060112.0
2022-10-04,55195.0,96489413.0,668175.0,626332588.0,503.0,1060615.0
2022-10-05,71252.0,96560665.0,694877.0,627027465.0,1063.0,1061678.0
2022-10-06,60741.0,96621406.0,691243.0,627718708.0,579.0,1062257.0
2022-10-07,58200.0,96679606.0,812831.0,628531539.0,400.0,1062657.0
2022-10-08,7706.0,96687312.0,379912.0,628911451.0,49.0,1062706.0
2022-10-09,5510.0,96692822.0,204688.0,629116139.0,8.0,1062714.0
2022-10-10,22907.0,96715729.0,679869.0,629796008.0,128.0,1062842.0
2022-10-11,60675.0,96776404.0,695991.0,630491999.0,605.0,1063447.0
2022-10-12,64593.0,96840997.0,742938.0,631234937.0,766.0,1064213.0
2022-10-13,63335.0,96904332.0,710696.0,631945633.0,653.0,1064866.0
2022-10-14,26886.0,96931218.0,800234.0,632745867.0,259.0,1065125.0
2022-10-15,5964.0,96937182.0,348985.0,633094852.0,36.0,1065161.0
2022-10-16,6652.0,96943834.0,191588.0,633286440.0,6.0,1065167.0
2022-10-17,38731.0,96982565.0,643040.0,633929480.0,325.0,1065492.0
2022-10-18,43446.0,97026011.0,580677.0,634510157.0,429.0,1065921.0
2022-10-19,61292.0,97087303.0,591142.0,635101299.0,751.0,1066672.0
2022-10-20,57103.0,97144406.0,551710.0,635653009.0,554.0,1067226.0
2022-10-21,45789.0,97190195.0,579165.0,636232174.0,571.0,1067797.0
2022-10-22,5316.0,97195511.0,238642.0,636470816.0,12.0,1067809.0
2022-10-23,8100.0,97203611.0,118883.0,636589699.0,1.0,1067810.0
2022-10-24,37641.0,97241252.0,241983.0,636831682.0,196.0,1068006.0
2022-10-25,41954.0,97283206.0,39875.0,636871557.0,415.0,1068421.0
2022-10-26,69897.0,97353103.0,,,1095.0,1069516.0
2022-10-27,56669.0,97409772.0,,,539.0,1070055.0
